order_placed,order_delivered
4644,2022-08-26 10:30:08.056390401,2022-08-26 11:53:24.540641
4645,2022-08-26 10:39:33.917826783,2022-08-26 11:56:22.558025
4646,2022-08-26 10:40:50.036569413,2022-08-26 12:07:21.459373
4647,2022-08-26 10:40:56.880167434,2022-08-26 12:11:23.019640
4648,2022-08-26 10:41:51.066476577,2022-08-26 12:14:44.196285
4649,2022-08-26 10:43:51.861312496,2022-08-26 12:12:06.412467
4650,2022-08-26 10:45:01.520511340,2022-08-26 12:15:29.630041
4651,2022-08-26 10:50:43.281519897,2022-08-26 12:19:57.604985
4652,2022-08-26 10:52:40.714281557,2022-08-26 12:16:40.867316
4653,2022-08-26 11:10:16.998138542,2022-08-26 12:32:49.750896
4654,2022-08-26 11:11:04.153119799,2022-08-26 12:34:17.697209
4655,2022-08-26 11:11:35.157771251,2022-08-26 12:38:47.984760
4656,2022-08-26 11:11:44.162377149,2022-08-26 12:41:37.766035
4657,2022-08-26 11:14:23.647943094,2022-08-26 12:42:53.204895
4658,2022-08-26 11:17:18.881216302,2022-08-26 12:46:06.134558
4659,2022-08-26 11:32:46.158061237,2022-08-26 12:44:18.743979
4660,2022-08-26 11:34:00.622537628,2022-08-26 12:56:35.036035
4661,2022-08-26 11:42:32.352407488,2022-08-26 12:55:55.682282
4662,2022-08-26 11:42:40.804549037,2022-08-26 13:05:38.788580
4663,2022-08-26 11:48:40.522206138,2022-08-26 13:05:36.857745
4664,2022-08-26 11:54:04.551163008,2022-08-26 13:09:44.817561
4665,2022-08-26 12:01:46.650619894,2022-08-26 13:10:43.790988
4666,2022-08-26 12:03:18.718955151,2022-08-26 13:15:54.156737
4667,2022-08-26 12:11:07.092008343,2022-08-26 13:15:53.492956
4668,2022-08-26 12:16:10.200536588,2022-08-26 13:21:03.359299
4669,2022-08-26 12:18:19.407592281,2022-08-26 13:26:19.770341
4670,2022-08-26 12:18:51.057957498,2022-08-26 13:29:54.559346
4671,2022-08-26 12:20:01.275193053,2022-08-26 13:32:37.411357
4672,2022-08-26 12:21:51.064655911,2022-08-26 13:32:49.428541
4673,2022-08-26 12:35:05.332347824,2022-08-26 13:35:58.540637
4674,2022-08-26 12:37:33.264734111,2022-08-26 13:42:01.871170
4675,2022-08-26 12:41:23.867113480,2022-08-26 13:42:33.253630
4676,2022-08-26 12:51:26.910826723,2022-08-26 13:48:40.909164
4677,2022-08-26 12:53:12.308850949,2022-08-26 13:54:29.579580
4678,2022-08-26 13:01:02.436519707,2022-08-26 13:54:42.438862
4679,2022-08-26 13:02:35.969154944,2022-08-26 13:53:19.085014
4680,2022-08-26 13:05:11.784192701,2022-08-26 13:59:48.142558
4681,2022-08-26 13:18:18.289004258,2022-08-26 14:02:11.150424
4682,2022-08-26 13:18:54.702106305,2022-08-26 14:07:32.395720
4683,2022-08-26 13:18:57.716585373,2022-08-26 14:12:25.388332
4684,2022-08-26 13:19:16.663945218,2022-08-26 14:16:01.941479
4685,2022-08-26 13:23:02.994182384,2022-08-26 14:10:23.269623
4686,2022-08-26 13:23:24.827109283,2022-08-26 14:13:49.793474
4687,2022-08-26 13:35:52.507876664,2022-08-26 14:15:44.814996
4688,2022-08-26 13:38:03.127786045,2022-08-26 14:19:20.118018
4689,2022-08-26 13:40:54.772778646,2022-08-26 14:19:01.754805
4690,2022-08-26 13:46:12.201603759,2022-08-26 14:23:22.195298
4691,2022-08-26 13:47:29.907425366,2022-08-26 14:22:05.671309
4692,2022-08-26 14:00:31.955725387,2022-08-26 14:36:59.581034
4693,2022-08-26 14:02:38.467105757,2022-08-26 14:34:59.953699
4694,2022-08-26 14:04:57.684048328,2022-08-26 14:35:12.591443
4695,2022-08-26 14:05:02.453649025,2022-08-26 14:38:21.359283
4696,2022-08-26 14:08:21.024572317,2022-08-26 14:36:09.483823
4697,2022-08-26 14:18:11.565768643,2022-08-26 14:38:53.829601
4698,2022-08-26 14:27:32.537848842,2022-08-26 14:44:47.434730
4699,2022-08-26 14:36:09.636924704,2022-08-26 14:50:54.701579
4700,2022-08-26 14:37:55.484419035,2022-08-26 14:57:06.863717
4701,2022-08-26 14:38:31.873774414,2022-08-26 14:52:20.089591
4702,2022-08-26 14:44:22.758231216,2022-08-26 14:56:19.229027
4703,2022-08-26 14:44:30.231299084,2022-08-26 14:56:32.645392
4704,2022-08-26 14:45:08.294781358,2022-08-26 15:02:57.619042
4705,2022-08-26 14:51:05.231596299,2022-08-26 15:04:02.176539
4706,2022-08-26 14:52:39.585697945,2022-08-26 15:09:51.176265
4707,2022-08-26 14:55:11.328463124,2022-08-26 15:08:30.524331
4708,2022-08-26 15:11:12.174677785,2022-08-26 15:27:26.483662
4709,2022-08-26 15:11:39.115076949,2022-08-26 15:27:37.572830
4710,2022-08-26 15:20:06.988292948,2022-08-26 15:33:50.111913
4711,2022-08-26 15:20:54.217131996,2022-08-26 15:35:47.664057
4712,2022-08-26 15:28:05.661587930,2022-08-26 15:42:16.853861
4713,2022-08-26 15:33:48.555392753,2022-08-26 15:46:26.567206
4714,2022-08-26 15:41:54.174564191,2022-08-26 15:54:04.632321
4715,2022-08-26 15:56:10.894399329,2022-08-26 16:08:36.262892
4716,2022-08-26 16:00:02.341215538,2022-08-26 16:14:36.687413
4717,2022-08-26 16:00:47.672026694,2022-08-26 16:12:59.317639
4718,2022-08-26 16:01:01.009233921,2022-08-26 16:14:51.973853
4719,2022-08-26 16:03:07.795467846,2022-08-26 16:18:54.423787
4720,2022-08-26 16:04:34.304831277,2022-08-26 16:18:03.958537
4721,2022-08-26 16:05:19.053674246,2022-08-26 16:19:25.623538
4722,2022-08-26 16:06:33.309099621,2022-08-26 16:20:45.940484
4723,2022-08-26 16:08:33.828864135,2022-08-26 16:24:12.645741
4724,2022-08-26 16:09:19.942461953,2022-08-26 16:23:15.783359
4725,2022-08-26 16:09:58.111298689,2022-08-26 16:31:23.173796
4726,2022-08-26 16:15:31.826290989,2022-08-26 16:38:09.345935
4727,2022-08-26 16:15:44.713789234,2022-08-26 16:38:06.130045
4728,2022-08-26 16:15:47.573439931,2022-08-26 16:39:21.456642
4729,2022-08-26 16:18:34.114882166,2022-08-26 16:41:04.225181
4730,2022-08-26 16:21:08.543698341,2022-08-26 16:40:15.894808
4731,2022-08-26 16:21:32.416732239,2022-08-26 16:44:22.361878
4732,2022-08-26 16:25:58.082908288,2022-08-26 16:48:46.299030
4733,2022-08-26 16:27:35.173959211,2022-08-26 16:46:22.758603
4734,2022-08-26 16:27:47.114237675,2022-08-26 16:48:21.056355
4735,2022-08-26 16:30:30.852125057,2022-08-26 16:55:06.982573
4736,2022-08-26 16:33:10.076085996,2022-08-26 17:00:07.974286
4737,2022-08-26 16:37:15.795136994,2022-08-26 17:03:47.916613
4738,2022-08-26 16:41:03.780737375,2022-08-26 17:03:49.088160
4739,2022-08-26 16:43:30.244475495,2022-08-26 17:08:07.713708
4740,2022-08-26 16:46:23.712959948,2022-08-26 17:02:43.905493
4741,2022-08-26 16:50:24.145357641,2022-08-26 17:07:57.695610
4742,2022-08-26 16:56:40.842277218,2022-08-26 17:08:13.803043
4743,2022-08-26 16:57:36.807138521,2022-08-26 17:10:26.499548
4744,2022-08-26 17:00:41.607885843,2022-08-26 17:16:50.176686
4745,2022-08-26 17:00:50.225794568,2022-08-26 17:18:10.145945
4746,2022-08-26 17:10:10.011479357,2022-08-26 17:23:56.867984
4747,2022-08-26 17:14:39.690936687,2022-08-26 17:32:06.207427
4748,2022-08-26 17:15:16.682799839,2022-08-26 17:31:11.269131
4749,2022-08-26 17:16:25.226348256,2022-08-26 17:28:33.402379
4750,2022-08-26 17:17:24.074541332,2022-08-26 17:36:46.729137
4751,2022-08-26 17:19:13.936930143,2022-08-26 17:32:18.549767
4752,2022-08-26 17:19:15.430821958,2022-08-26 17:35:25.230662
4753,2022-08-26 17:30:07.636507299,2022-08-26 17:44:55.131044
4754,2022-08-26 17:31:52.636386308,2022-08-26 17:43:57.097385
4755,2022-08-26 17:32:15.376351354,2022-08-26 17:43:58.633297
4756,2022-08-26 17:32:27.551114795,2022-08-26 17:47:52.820490
4757,2022-08-26 17:43:36.984887417,2022-08-26 18:02:59.631690
4758,2022-08-26 17:48:23.821834574,2022-08-26 18:00:47.576243
4759,2022-08-26 17:52:58.378118386,2022-08-26 18:06:43.582375
4760,2022-08-26 17:53:01.391796186,2022-08-26 18:06:18.738150
4761,2022-08-26 17:53:57.856975016,2022-08-26 18:07:36.801290
4762,2022-08-26 17:54:56.119188314,2022-08-26 18:07:23.666735
4763,2022-08-26 17:55:18.546832228,2022-08-26 18:10:48.467326
4764,2022-08-26 17:56:36.504532301,2022-08-26 18:11:47.287803
4765,2022-08-26 18:01:45.541621226,2022-08-26 18:14:13.211088
4766,2022-08-26 18:02:12.916012010,2022-08-26 18:16:01.393438
4767,2022-08-26 18:02:35.520598882,2022-08-26 18:25:33.094683
4768,2022-08-26 18:03:10.384991717,2022-08-26 18:28:23.398159
4769,2022-08-26 18:09:33.182984075,2022-08-26 18:31:13.396958
4770,2022-08-26 18:12:09.349425503,2022-08-26 18:29:56.409041
4771,2022-08-26 18:12:52.504470005,2022-08-26 18:34:44.561135
4772,2022-08-26 18:14:26.598661823,2022-08-26 18:34:10.260099
4773,2022-08-26 18:15:57.032430045,2022-08-26 18:34:50.310645
4774,2022-08-26 18:16:04.113295210,2022-08-26 18:38:53.542057
4775,2022-08-26 18:16:22.719765861,2022-08-26 18:35:23.494721
4776,2022-08-26 18:21:40.853626069,2022-08-26 18:38:20.482395
4777,2022-08-26 18:24:13.229316591,2022-08-26 18:48:49.248899
4778,2022-08-26 18:24:53.333247612,2022-08-26 18:51:24.638022
4779,2022-08-26 18:27:01.187674794,2022-08-26 18:55:06.637341
4780,2022-08-26 18:31:58.970846869,2022-08-26 18:54:54.887404
4781,2022-08-26 18:34:07.376413023,2022-08-26 18:53:27.971304
4782,2022-08-26 18:34:59.665351933,2022-08-26 19:00:29.230630
4783,2022-08-26 18:38:52.644714586,2022-08-26 19:01:50.601917
4784,2022-08-26 18:39:33.953146761,2022-08-26 19:01:22.694736
4785,2022-08-26 18:40:39.468587927,2022-08-26 19:03:26.538933
4786,2022-08-26 18:41:26.224329615,2022-08-26 19:06:25.182732
4787,2022-08-26 18:44:59.535714192,2022-08-26 19:09:20.176399
4788,2022-08-26 18:48:14.046415621,2022-08-26 19:12:18.383929
4789,2022-08-26 18:48:27.386773573,2022-08-26 19:12:53.781057
4790,2022-08-26 18:54:57.810618595,2022-08-26 19:11:57.384736
4791,2022-08-26 18:56:15.131247134,2022-08-26 19:13:51.605952
4792,2022-08-26 18:56:15.162334847,2022-08-26 19:14:38.306165
4793,2022-08-26 18:56:18.704363769,2022-08-26 19:19:08.050696
4794,2022-08-26 19:04:48.885721494,2022-08-26 19:29:12.811400
4795,2022-08-26 19:07:38.355923148,2022-08-26 19:26:47.051444
4796,2022-08-26 19:08:41.825285291,2022-08-26 19:26:45.513891
4797,2022-08-26 19:11:17.645091001,2022-08-26 19:25:59.461056
4798,2022-08-26 19:11:47.432094209,2022-08-26 19:30:39.404075
4799,2022-08-26 19:12:11.001594910,2022-08-26 19:30:33.282867
4800,2022-08-26 19:12:26.729861143,2022-08-26 19:33:43.497866
4801,2022-08-26 19:12:26.830196394,2022-08-26 19:37:00.073880
4802,2022-08-26 19:14:39.460429286,2022-08-26 19:37:34.540716
4803,2022-08-26 19:15:24.286358777,2022-08-26 19:36:09.830786
4804,2022-08-26 19:22:16.169712386,2022-08-26 19:38:21.324351
4805,2022-08-26 19:23:35.073118153,2022-08-26 19:40:50.096974
4806,2022-08-26 19:24:52.770401307,2022-08-26 19:46:54.397369
4807,2022-08-26 19:25:45.236737965,2022-08-26 19:52:02.285192
4808,2022-08-26 19:26:19.920039830,2022-08-26 19:52:19.182119
4809,2022-08-26 19:27:44.973579739,2022-08-26 19:58:48.811316
4810,2022-08-26 19:30:03.495738426,2022-08-26 19:55:52.958647
4811,2022-08-26 19:33:21.428880041,2022-08-26 19:54:43.053718
4812,2022-08-26 19:33:34.855992614,2022-08-26 19:57:17.406882
4813,2022-08-26 19:34:45.329087773,2022-08-26 19:59:46.726869
4814,2022-08-26 19:34:54.574748146,2022-08-26 20:02:28.895725
4815,2022-08-26 19:34:54.664171344,2022-08-26 20:01:47.344997
4816,2022-08-26 19:41:47.758887967,2022-08-26 20:02:51.116132
4817,2022-08-26 19:45:57.159919437,2022-08-26 20:04:00.270776
4818,2022-08-26 19:49:25.285101014,2022-08-26 20:07:29.581685
4819,2022-08-26 19:49:31.061206951,2022-08-26 20:19:24.634535
4820,2022-08-26 19:57:10.759283663,2022-08-26 20:16:36.953192
4821,2022-08-26 19:57:36.471518445,2022-08-26 20:18:03.966468
4822,2022-08-26 19:57:52.434379193,2022-08-26 20:18:02.804674
4823,2022-08-26 19:57:56.592740580,2022-08-26 20:24:18.553001
4824,2022-08-26 19:58:49.385363005,2022-08-26 20:23:44.566850
4825,2022-08-26 20:00:03.256236003,2022-08-26 20:28:13.839260
4826,2022-08-26 20:00:33.087041289,2022-08-26 20:26:25.151668
4827,2022-08-26 20:04:25.865512505,2022-08-26 20:25:26.488523
4828,2022-08-26 20:06:23.543983851,2022-08-26 20:26:34.850118
4829,2022-08-26 20:08:00.628601142,2022-08-26 20:30:24.756173
4830,2022-08-26 20:08:21.813640125,2022-08-26 20:26:07.116267
4831,2022-08-26 20:15:27.341900867,2022-08-26 20:40:38.283651
4832,2022-08-26 20:16:17.310713362,2022-08-26 20:38:55.904880
4833,2022-08-26 20:22:58.958846951,2022-08-26 20:41:01.213218
4834,2022-08-26 20:24:15.963314129,2022-08-26 20:43:45.850369
4835,2022-08-26 20:24:34.960499793,2022-08-26 20:47:06.740541
4836,2022-08-26 20:31:06.890271212,2022-08-26 20:45:53.120829
4837,2022-08-26 20:31:51.331787974,2022-08-26 20:47:10.698564
4838,2022-08-26 20:42:45.922416424,2022-08-26 20:56:40.353505
4839,2022-08-26 20:47:15.780717313,2022-08-26 20:58:42.264009
4840,2022-08-26 20:47:36.802558479,2022-08-26 21:00:17.366024
4841,2022-08-26 20:49:44.733041950,2022-08-26 21:08:52.806735
4842,2022-08-26 20:56:02.545300017,2022-08-26 21:09:07.491381
4843,2022-08-26 21:01:56.554653203,2022-08-26 21:14:48.403971
4844,2022-08-26 21:02:01.549143029,2022-08-26 21:15:19.755449
4845,2022-08-26 21:02:49.002544975,2022-08-26 21:16:07.429238
4846,2022-08-26 21:06:38.051810346,2022-08-26 21:19:54.056580
4847,2022-08-26 21:09:16.585737911,2022-08-26 21:20:26.930946
4848,2022-08-26 21:13:34.884148826,2022-08-26 21:28:45.884601
4849,2022-08-26 21:20:53.161977112,2022-08-26 21:33:03.642267
4850,2022-08-26 21:21:33.960585079,2022-08-26 21:36:19.207243
4851,2022-08-26 21:23:20.442282596,2022-08-26 21:36:39.012437
4852,2022-08-26 21:34:47.833441456,2022-08-26 21:47:42.678645
4853,2022-08-26 21:35:04.234977251,2022-08-26 21:46:54.540363
4854,2022-08-26 21:42:56.968478223,2022-08-26 21:55:26.052765
4855,2022-08-26 21:48:56.259281527,2022-08-26 22:05:01.966167
4856,2022-08-26 21:50:37.424421710,2022-08-26 22:08:48.392057
4857,2022-08-26 21:57:01.677057840,2022-08-26 22:10:05.873081
4858,2022-08-27 08:00:29.210846874,2022-08-27 08:13:10.547759
4859,2022-08-27 08:02:57.159945954,2022-08-27 08:16:25.806431
4860,2022-08-27 08:08:36.772298563,2022-08-27 08:34:35.770444
4861,2022-08-27 08:09:19.482255978,2022-08-27 08:40:27.507700
4862,2022-08-27 08:12:52.373369197,2022-08-27 08:56:31.284716
4863,2022-08-27 08:22:32.351453646,2022-08-27 09:04:30.471479
4864,2022-08-27 08:32:55.516997654,2022-08-27 09:18:38.886455
4865,2022-08-27 08:51:04.305318365,2022-08-27 09:28:03.103352
4866,2022-08-27 08:51:13.417986420,2022-08-27 09:39:35.225772
4867,2022-08-27 08:53:25.715528540,2022-08-27 09:51:59.331098
4868,2022-08-27 09:00:20.034562490,2022-08-27 10:06:32.584695
4869,2022-08-27 09:13:43.969340111,2022-08-27 10:11:53.540671
4870,2022-08-27 09:14:41.904483245,2022-08-27 10:30:13.666807
4871,2022-08-27 09:15:49.733130104,2022-08-27 10:35:12.431821
4872,2022-08-27 09:17:08.999560456,2022-08-27 10:51:58.895308
4873,2022-08-27 09:26:43.257326075,2022-08-27 10:58:53.693570
4874,2022-08-27 09:29:40.951908193,2022-08-27 11:18:27.285136
4875,2022-08-27 09:31:06.784260480,2022-08-27 11:12:25.389803
4876,2022-08-27 09:33:16.114235042,2022-08-27 11:17:58.030617
4877,2022-08-27 09:33:24.051066435,2022-08-27 11:23:31.947635
4878,2022-08-27 09:40:55.869017299,2022-08-27 11:34:56.000970
4879,2022-08-27 09:42:53.563796116,2022-08-27 11:43:21.602867
4880,2022-08-27 09:52:46.373447812,2022-08-27 11:48:45.847103
4881,2022-08-27 09:52:47.709010019,2022-08-27 11:46:23.041478
4882,2022-08-27 09:55:12.889680094,2022-08-27 11:59:07.073027
4883,2022-08-27 09:59:01.139441032,2022-08-27 12:05:03.024699
4884,2022-08-27 10:01:07.411817542,2022-08-27 12:04:28.611301
4885,2022-08-27 10:05:30.405243450,2022-08-27 12:11:10.392903
4886,2022-08-27 10:15:03.831763340,2022-08-27 12:11:15.976629
4887,2022-08-27 10:16:34.205904057,2022-08-27 12:13:59.762095
4888,2022-08-27 10:17:53.563872152,2022-08-27 12:11:11.142261
4889,2022-08-27 10:22:12.757803662,2022-08-27 12:27:29.650540
4890,2022-08-27 10:22:46.966606271,2022-08-27 12:25:45.458799
4891,2022-08-27 10:22:58.444202691,2022-08-27 12:25:13.275076
4892,2022-08-27 10:26:32.145744088,2022-08-27 12:32:27.238339
4893,2022-08-27 10:34:08.059775716,2022-08-27 12:34:31.680451
4894,2022-08-27 10:36:20.110921460,2022-08-27 12:33:05.906504
4895,2022-08-27 10:46:33.134408204,2022-08-27 12:40:14.706897
4896,2022-08-27 10:57:05.887847097,2022-08-27 12:47:11.051630
4897,2022-08-27 11:04:16.582798248,2022-08-27 12:50:57.135099
4898,2022-08-27 11:08:41.212420709,2022-08-27 12:56:26.036647
4899,2022-08-27 11:10:37.315782473,2022-08-27 12:52:27.079930
4900,2022-08-27 11:12:01.508901024,2022-08-27 12:55:54.860981
4901,2022-08-27 11:18:47.173209553,2022-08-27 12:56:11.196595
4902,2022-08-27 11:28:19.874792552,2022-08-27 13:05:20.332253
4903,2022-08-27 11:31:35.596251517,2022-08-27 13:15:18.424427
4904,2022-08-27 11:34:22.213080585,2022-08-27 13:09:58.652916
4905,2022-08-27 11:38:26.683881563,2022-08-27 13:17:09.279990
4906,2022-08-27 11:39:47.973884418,2022-08-27 13:17:46.239591
4907,2022-08-27 11:39:56.774014484,2022-08-27 13:17:54.797374
4908,2022-08-27 11:55:39.313765292,2022-08-27 13:20:54.314528
4909,2022-08-27 12:01:01.873622822,2022-08-27 13:28:28.222209
4910,2022-08-27 12:03:39.224054078,2022-08-27 13:30:48.590975
4911,2022-08-27 12:06:59.537355439,2022-08-27 13:38:15.749714
4912,2022-08-27 12:13:43.947241304,2022-08-27 13:40:00.596683
4913,2022-08-27 12:15:14.077092752,2022-08-27 13:43:24.365028
4914,2022-08-27 12:16:06.266156858,2022-08-27 13:44:13.003307
4915,2022-08-27 12:16:17.153356675,2022-08-27 13:45:14.242596
4916,2022-08-27 12:19:03.782641697,2022-08-27 13:47:51.944308
4917,2022-08-27 12:19:09.356696846,2022-08-27 13:53:47.816737
4918,2022-08-27 12:30:26.400375727,2022-08-27 14:01:57.906181
4919,2022-08-27 12:33:23.212660923,2022-08-27 14:02:17.372163
4920,2022-08-27 12:35:24.978513915,2022-08-27 14:10:30.943117
4921,2022-08-27 12:35:43.622101385,2022-08-27 14:11:09.267631
4922,2022-08-27 12:39:29.731704695,2022-08-27 14:10:06.588584
4923,2022-08-27 12:51:23.234808201,2022-08-27 14:12:18.422391
4924,2022-08-27 12:56:23.337546564,2022-08-27 14:12:58.979284
4925,2022-08-27 12:57:08.138407981,2022-08-27 14:13:43.136156
4926,2022-08-27 12:57:16.531926731,2022-08-27 14:08:34.373740
4927,2022-08-27 13:11:53.394114041,2022-08-27 14:16:28.161464
4928,2022-08-27 13:11:57.495620613,2022-08-27 14:31:03.877002
4929,2022-08-27 13:14:13.104380382,2022-08-27 14:26:31.947713
4930,2022-08-27 13:15:59.007871285,2022-08-27 14:27:34.986301
4931,2022-08-27 13:18:44.400943385,2022-08-27 14:32:20.666505
4932,2022-08-27 13:22:55.884093724,2022-08-27 14:34:24.922906
4933,2022-08-27 13:25:17.048586368,2022-08-27 14:36:58.403576
4934,2022-08-27 13:26:30.285834446,2022-08-27 14:35:38.734766
4935,2022-08-27 13:34:29.037669110,2022-08-27 14:39:32.501805
4936,2022-08-27 13:38:27.423056537,2022-08-27 14:41:02.344943
4937,2022-08-27 13:40:23.247516527,2022-08-27 14:42:46.097975
4938,2022-08-27 13:42:23.132985543,2022-08-27 14:50:11.558010
4939,2022-08-27 13:45:04.691597895,2022-08-27 14:48:36.948244
4940,2022-08-27 13:45:45.066522352,2022-08-27 14:57:42.696379
4941,2022-08-27 13:49:46.877708986,2022-08-27 14:58:42.063322
4942,2022-08-27 13:50:36.231502278,2022-08-27 14:57:21.375530
4943,2022-08-27 13:51:35.362181359,2022-08-27 14:57:51.037693
4944,2022-08-27 13:58:30.554294859,2022-08-27 15:00:25.601612
4945,2022-08-27 13:59:15.193511417,2022-08-27 15:02:28.398691
4946,2022-08-27 14:01:34.525134219,2022-08-27 15:07:51.800576
4947,2022-08-27 14:19:34.222995108,2022-08-27 15:12:04.647885
4948,2022-08-27 14:25:38.502904405,2022-08-27 15:09:29.734906
4949,2022-08-27 14:28:08.724452908,2022-08-27 15:13:28.590404
4950,2022-08-27 14:28:14.136680706,2022-08-27 15:19:51.693010
4951,2022-08-27 14:33:17.694996388,2022-08-27 15:20:26.391008
4952,2022-08-27 14:37:41.157577895,2022-08-27 15:22:49.214703
4953,2022-08-27 14:37:51.247176301,2022-08-27 15:22:50.873713
4954,2022-08-27 14:39:28.507073273,2022-08-27 15:24:52.968190
4955,2022-08-27 14:40:45.806389822,2022-08-27 15:23:27.114909
4956,2022-08-27 14:42:25.775633652,2022-08-27 15:33:02.190934
4957,2022-08-27 14:47:14.658621705,2022-08-27 15:35:20.210739
4958,2022-08-27 14:57:00.787830127,2022-08-27 15:37:46.577096
4959,2022-08-27 15:07:39.421727595,2022-08-27 15:38:44.085688
4960,2022-08-27 15:09:14.858641445,2022-08-27 15:42:35.505081
4961,2022-08-27 15:22:28.335780403,2022-08-27 15:44:45.773944
4962,2022-08-27 15:23:03.365350670,2022-08-27 15:45:17.654968
4963,2022-08-27 15:38:25.542352283,2022-08-27 15:52:45.958269
4964,2022-08-27 15:38:58.843667788,2022-08-27 15:53:33.461042
4965,2022-08-27 15:40:59.060313971,2022-08-27 15:54:56.040303
4966,2022-08-27 15:41:04.924660715,2022-08-27 16:00:42.795811
4967,2022-08-27 15:41:06.442867430,2022-08-27 16:00:29.942523
4968,2022-08-27 15:49:40.881773047,2022-08-27 16:03:51.196047
4969,2022-08-27 15:55:04.089791546,2022-08-27 16:06:09.286870
4970,2022-08-27 15:55:45.423137487,2022-08-27 16:14:17.936370
4971,2022-08-27 15:57:08.597000456,2022-08-27 16:14:56.556463
4972,2022-08-27 16:00:03.687295271,2022-08-27 16:12:44.736020
4973,2022-08-27 16:01:44.739010909,2022-08-27 16:18:53.500844
4974,2022-08-27 16:02:15.685909445,2022-08-27 16:18:16.628557
4975,2022-08-27 16:04:09.493414776,2022-08-27 16:16:38.386274
4976,2022-08-27 16:09:43.842923515,2022-08-27 16:21:24.141914
4977,2022-08-27 16:09:46.360314003,2022-08-27 16:24:18.417959
4978,2022-08-27 16:11:16.080875090,2022-08-27 16:31:19.600008
4979,2022-08-27 16:15:56.980772605,2022-08-27 16:28:22.162291
4980,2022-08-27 16:17:43.589808538,2022-08-27 16:34:59.921027
4981,2022-08-27 16:19:18.538631741,2022-08-27 16:42:03.563663
4982,2022-08-27 16:19:36.743509900,2022-08-27 16:41:33.939276
4983,2022-08-27 16:20:07.961121400,2022-08-27 16:45:15.115334
4984,2022-08-27 16:23:45.625822701,2022-08-27 16:42:28.107899
4985,2022-08-27 16:23:54.320003059,2022-08-27 16:42:18.539682
4986,2022-08-27 16:24:48.951897286,2022-08-27 16:47:04.929107
4987,2022-08-27 16:25:11.333362453,2022-08-27 16:49:47.106162
4988,2022-08-27 16:25:15.625354957,2022-08-27 16:53:05.701519
4989,2022-08-27 16:26:37.983511470,2022-08-27 16:58:24.485529
4990,2022-08-27 16:26:43.152399589,2022-08-27 16:59:18.178478
4991,2022-08-27 16:27:30.920964344,2022-08-27 17:03:46.749435
4992,2022-08-27 16:31:19.053074150,2022-08-27 17:05:44.454459
4993,2022-08-27 16:32:09.473168166,2022-08-27 17:07:48.046172
4994,2022-08-27 16:32:49.264464362,2022-08-27 17:06:48.897923
4995,2022-08-27 16:33:50.087665267,2022-08-27 17:12:04.231976
4996,2022-08-27 16:34:01.071531410,2022-08-27 17:15:57.641778
4997,2022-08-27 16:34:17.012389412,2022-08-27 17:16:13.766261
4998,2022-08-27 16:35:09.246804056,2022-08-27 17:17:47.533174
4999,2022-08-27 16:40:59.001073803,2022-08-27 17:19:41.415837
5000,2022-08-27 16:43:21.545110907,2022-08-27 17:23:21.365087
5001,2022-08-27 17:01:29.276154532,2022-08-27 17:29:57.396850
5002,2022-08-27 17:05:52.664311126,2022-08-27 17:28:32.075348
5003,2022-08-27 17:06:12.183073630,2022-08-27 17:28:16.926519
5004,2022-08-27 17:14:03.255550667,2022-08-27 17:32:15.107726
5005,2022-08-27 17:14:50.721481770,2022-08-27 17:32:23.111418
5006,2022-08-27 17:20:31.376668775,2022-08-27 17:38:18.926819
5007,2022-08-27 17:23:41.587588293,2022-08-27 17:38:41.202871
5008,2022-08-27 17:23:48.784572910,2022-08-27 17:44:13.633755
5009,2022-08-27 17:28:47.191140905,2022-08-27 17:42:34.944892
5010,2022-08-27 17:32:16.766675843,2022-08-27 17:47:02.461086
5011,2022-08-27 17:34:07.844067432,2022-08-27 17:49:23.262421
5012,2022-08-27 17:35:48.445372606,2022-08-27 17:54:31.851675
5013,2022-08-27 17:38:32.397252366,2022-08-27 17:55:24.569063
5014,2022-08-27 17:39:55.916404109,2022-08-27 17:54:38.137837
5015,2022-08-27 17:40:12.191419035,2022-08-27 17:57:29.184184
5016,2022-08-27 17:42:58.964925310,2022-08-27 18:01:02.674615
5017,2022-08-27 17:47:23.446496250,2022-08-27 18:02:39.133069
5018,2022-08-27 17:49:06.506112773,2022-08-27 18:07:45.179062
5019,2022-08-27 17:49:08.861077395,2022-08-27 18:11:12.621561
5020,2022-08-27 17:50:35.172383594,2022-08-27 18:11:53.915541
5021,2022-08-27 17:52:32.110758678,2022-08-27 18:11:11.203700
5022,2022-08-27 17:54:58.367490517,2022-08-27 18:17:48.491295
5023,2022-08-27 17:56:07.545580647,2022-08-27 18:24:54.615821
5024,2022-08-27 17:56:12.299723949,2022-08-27 18:19:23.548686
5025,2022-08-27 17:56:40.621853087,2022-08-27 18:20:17.897623
5026,2022-08-27 17:58:08.544567300,2022-08-27 18:24:41.200406
5027,2022-08-27 18:03:23.438587983,2022-08-27 18:28:28.101446
5028,2022-08-27 18:03:40.375014695,2022-08-27 18:30:11.972493
5029,2022-08-27 18:03:42.633325793,2022-08-27 18:34:46.718219
5030,2022-08-27 18:05:10.270180969,2022-08-27 18:36:47.144426
5031,2022-08-27 18:05:34.942706419,2022-08-27 18:34:42.940086
